Election_Type,State_Name,Assembly_No,Constituency_No,Candidate,Gender,Party,Votes,Winner,Constituency_Name,Idx,Party_Type,Party_Expanded,NumberOfSeats,ElectorsTotal,ElectorsWhoVoted,VotesValid,PollingDate,Year,Runner up.PARTY,Runner up.CANDIDATE,Runner up.VOTES,Winner 1.PARTY,Winner 1.CANDIDATE,Winner 1.VOTES,Winner 2.PARTY,Winner 2.CANDIDATE,Winner 2.VOTES,Winner 3.PARTY,Winner 3.CANDIDATE,Winner 3.VOTES
AE,West_Bengal,2,16,ABINASH CHANDRA BASU,M,IND,3977.0,False,BALURGHAT (ST) ,6,INDEPENDENTS,INDEPENDENT,2,107116,105041,105041,01-03-1957,1957,,,,IND,DHIRENDRA NATH BANERJEE,24387.0,INC,MARDI HAKAI (ST),22296.0,,,
AE,West_Bengal,2,16,SANCHA NATH SARKAR (ST),M,IND,3108.0,False,BALURGHAT (ST) ,7,INDEPENDENTS,INDEPENDENT,2,107116,105041,105041,01-03-1957,1957,,,,IND,DHIRENDRA NATH BANERJEE,24387.0,INC,MARDI HAKAI (ST),22296.0,,,
AE,West_Bengal,2,16,PRAMATHA NATH NEOGI,M,IND,2734.0,False,BALURGHAT (ST) ,8,INDEPENDENTS,INDEPENDENT,2,107116,105041,105041,01-03-1957,1957,,,,IND,DHIRENDRA NATH BANERJEE,24387.0,INC,MARDI HAKAI (ST),22296.0,,,
AE,West_Bengal,2,16,BAJI NATH BASKE (ST),M,IND,1721.0,False,BALURGHAT (ST) ,9,INDEPENDENTS,INDEPENDENT,2,107116,105041,105041,01-03-1957,1957,,,,IND,DHIRENDRA NATH BANERJEE,24387.0,INC,MARDI HAKAI (ST),22296.0,,,
AE,West_Bengal,2,17,LAKSHAN CHANDRA HASDA (ST),M,INC,19687.0,True,GANGARAMPUR (ST) ,1,NATIONAL PARTIES,INDIAN NATIONAL CONGRESS,2,103784,87133,87133,01-03-1957,1957,,,,INC,LAKSHAN CHANDRA HASDA (ST),19687.0,INC,SATINDRA NATH BASU,16849.0,,,
AE,West_Bengal,2,17,SATINDRA NATH BASU,M,INC,16849.0,True,GANGARAMPUR (ST) ,2,NATIONAL PARTIES,INDIAN NATIONAL CONGRESS,2,103784,87133,87133,01-03-1957,1957,,,,INC,LAKSHAN CHANDRA HASDA (ST),19687.0,INC,SATINDRA NATH BASU,16849.0,,,
AE,West_Bengal,2,17,MAJEDAR RAHAMAN,M,IND,13299.0,False,GANGARAMPUR (ST) ,3,INDEPENDENTS,INDEPENDENT,2,103784,87133,87133,01-03-1957,1957,,,,INC,LAKSHAN CHANDRA HASDA (ST),19687.0,INC,SATINDRA NATH BASU,16849.0,,,
AE,West_Bengal,2,17,SOREN DEBI (ST),M,IND,12173.0,False,GANGARAMPUR (ST) ,4,INDEPENDENTS,INDEPENDENT,2,103784,87133,87133,01-03-1957,1957,,,,INC,LAKSHAN CHANDRA HASDA (ST),19687.0,INC,SATINDRA NATH BASU,16849.0,,,
AE,West_Bengal,2,17,NITYA KRISHNA BHATTACHARJEE,M,PSP,11380.0,False,GANGARAMPUR (ST) ,5,NATIONAL PARTIES,PRAJA SOCIALIST PARTY,2,103784,87133,87133,01-03-1957,1957,,,,INC,LAKSHAN CHANDRA HASDA (ST),19687.0,INC,SATINDRA NATH BASU,16849.0,,,
AE,West_Bengal,2,17,AJIT ROY,M,IND,4701.0,False,GANGARAMPUR (ST) ,6,INDEPENDENTS,INDEPENDENT,2,103784,87133,87133,01-03-1957,1957,,,,INC,LAKSHAN CHANDRA HASDA (ST),19687.0,INC,SATINDRA NATH BASU,16849.0,,,
AE,West_Bengal,2,17,SREEKANTA ROY,M,IND,4329.0,False,GANGARAMPUR (ST) ,7,INDEPENDENTS,INDEPENDENT,2,103784,87133,87133,01-03-1957,1957,,,,INC,LAKSHAN CHANDRA HASDA (ST),19687.0,INC,SATINDRA NATH BASU,16849.0,,,
AE,West_Bengal,2,17,UPENDRA NATH DAS,M,IND,2548.0,False,GANGARAMPUR (ST) ,8,INDEPENDENTS,INDEPENDENT,2,103784,87133,87133,01-03-1957,1957,,,,INC,LAKSHAN CHANDRA HASDA (ST),19687.0,INC,SATINDRA NATH BASU,16849.0,,,
AE,West_Bengal,2,17,MATRA MURMU,M,IND,2167.0,False,GANGARAMPUR (ST) ,9,INDEPENDENTS,INDEPENDENT,2,103784,87133,87133,01-03-1957,1957,,,,INC,LAKSHAN CHANDRA HASDA (ST),19687.0,INC,SATINDRA NATH BASU,16849.0,,,
AE,West_Bengal,2,18,SYAMA PRASAD BARMAN (SC),M,INC,20966.0,True,RAIGANJ (SC) ,1,NATIONAL PARTIES,INDIAN NATIONAL CONGRESS,2,95335,85129,85129,01-03-1957,1957,,,,INC,SYAMA PRASAD BARMAN (SC),20966.0,INC,HAZI BADIRUDDIN AHMMAD,19890.0,,,
AE,West_Bengal,2,18,HAZI BADIRUDDIN AHMMAD,M,INC,19890.0,True,RAIGANJ (SC) ,2,NATIONAL PARTIES,INDIAN NATIONAL CONGRESS,2,95335,85129,85129,01-03-1957,1957,,,,INC,SYAMA PRASAD BARMAN (SC),20966.0,INC,HAZI BADIRUDDIN AHMMAD,19890.0,,,
AE,West_Bengal,2,18,NISHITHA NATH KUNDU (SC),M,PSP,19263.0,False,RAIGANJ (SC) ,3,NATIONAL PARTIES,PRAJA SOCIALIST PARTY,2,95335,85129,85129,01-03-1957,1957,,,,INC,SYAMA PRASAD BARMAN (SC),20966.0,INC,HAZI BADIRUDDIN AHMMAD,19890.0,,,
AE,West_Bengal,2,18,PIJUSH KANTI DAS,M,CPI,12830.0,False,RAIGANJ (SC) ,4,NATIONAL PARTIES,COMMUNIST PARTY OF INDIA,2,95335,85129,85129,01-03-1957,1957,,,,INC,SYAMA PRASAD BARMAN (SC),20966.0,INC,HAZI BADIRUDDIN AHMMAD,19890.0,,,
AE,West_Bengal,2,18,JATINDRA NATH PRAMANIK,M,IND,12180.0,False,RAIGANJ (SC) ,5,INDEPENDENTS,INDEPENDENT,2,95335,85129,85129,01-03-1957,1957,,,,INC,SYAMA PRASAD BARMAN (SC),20966.0,INC,HAZI BADIRUDDIN AHMMAD,19890.0,,,
AE,West_Bengal,2,19,BASANTA LAL CHATTERJEE,M,CPI,8887.0,True,ITAHAR ,1,NATIONAL PARTIES,COMMUNIST PARTY OF INDIA,1,51966,25673,25673,01-03-1957,1957,INC,BANAMALI DAS,8443.0,CPI,BASANTA LAL CHATTERJEE,8887.0,,,,,,
AE,West_Bengal,2,19,BANAMALI DAS,M,INC,8443.0,False,ITAHAR ,2,NATIONAL PARTIES,INDIAN NATIONAL CONGRESS,1,51966,25673,25673,01-03-1957,1957,INC,BANAMALI DAS,8443.0,CPI,BASANTA LAL CHATTERJEE,8887.0,,,,,,
AE,West_Bengal,2,19,KOBAD ALI,M,IND,5700.0,False,ITAHAR ,3,INDEPENDENTS,INDEPENDENT,1,51966,25673,25673,01-03-1957,1957,INC,BANAMALI DAS,8443.0,CPI,BASANTA LAL CHATTERJEE,8887.0,,,,,,
AE,West_Bengal,2,19,AML CHOUDHURY,M,IND,1520.0,False,ITAHAR ,4,INDEPENDENTS,INDEPENDENT,1,51966,25673,25673,01-03-1957,1957,INC,BANAMALI DAS,8443.0,CPI,BASANTA LAL CHATTERJEE,8887.0,,,,,,
AE,West_Bengal,2,19,RAHAMAT TULLA CHOUDHURY,M,IND,642.0,False,ITAHAR ,5,INDEPENDENTS,INDEPENDENT,1,51966,25673,25673,01-03-1957,1957,INC,BANAMALI DAS,8443.0,CPI,BASANTA LAL CHATTERJEE,8887.0,,,,,,
AE,West_Bengal,2,19,TAHERUDDIN AHAMMAD,M,IND,481.0,False,ITAHAR ,6,INDEPENDENTS,INDEPENDENT,1,51966,25673,25673,01-03-1957,1957,INC,BANAMALI DAS,8443.0,CPI,BASANTA LAL CHATTERJEE,8887.0,,,,,,
AE,West_Bengal,2,20,MAHAMMAD AFFAQUE CHOUDHURY,M,INC,0.0,True,CHOPRA ,1,NATIONAL PARTIES,INDIAN NATIONAL CONGRESS,1,44263,0,0,01-03-1957,1957,,,,INC,MAHAMMAD AFFAQUE CHOUDHURY,0.0,,,,,,
AE,West_Bengal,2,21,MUZZAFAR HUSSAIN,M,INC,7808.0,True,GOALPOKHAR ,1,NATIONAL PARTIES,INDIAN NATIONAL CONGRESS,1,44715,13612,13612,01-03-1957,1957,PSP,HAYAT ALI,5804.0,INC,MUZZAFAR HUSSAIN,7808.0,,,,,,
AE,West_Bengal,2,21,HAYAT ALI,M,PSP,5804.0,False,GOALPOKHAR ,2,NATIONAL PARTIES,PRAJA SOCIALIST PARTY,1,44715,13612,13612,01-03-1957,1957,PSP,HAYAT ALI,5804.0,INC,MUZZAFAR HUSSAIN,7808.0,,,,,,
AE,West_Bengal,2,22,PHANIS CHANDRA SINHA,M,INC,8947.0,True,KARANDIGHI ,1,NATIONAL PARTIES,INDIAN NATIONAL CONGRESS,1,48349,15551,15551,01-03-1957,1957,PSP,SAHABUDDIN AHMAD,5016.0,INC,PHANIS CHANDRA SINHA,8947.0,,,,,,
AE,West_Bengal,2,22,SAHABUDDIN AHMAD,M,PSP,5016.0,False,KARANDIGHI ,2,NATIONAL PARTIES,PRAJA SOCIALIST PARTY,1,48349,15551,15551,01-03-1957,1957,PSP,SAHABUDDIN AHMAD,5016.0,INC,PHANIS CHANDRA SINHA,8947.0,,,,,,
AE,West_Bengal,2,22,SAJAD ALI,M,IND,1588.0,False,KARANDIGHI ,3,INDEPENDENTS,INDEPENDENT,1,48349,15551,15551,01-03-1957,1957,PSP,SAHABUDDIN AHMAD,5016.0,INC,PHANIS CHANDRA SINHA,8947.0,,,,,,
AE,West_Bengal,2,23,GOLAM YAZDANI,M,IND,16382.0,True,KHARBA ,1,INDEPENDENTS,INDEPENDENT,1,59052,30309,30309,01-03-1957,1957,INC,TAFAZZAL HOSSAIN,12152.0,IND,GOLAM YAZDANI,16382.0,,,,,,
AE,West_Bengal,2,23,TAFAZZAL HOSSAIN,M,INC,12152.0,False,KHARBA ,2,NATIONAL PARTIES,INDIAN NATIONAL CONGRESS,1,59052,30309,30309,01-03-1957,1957,INC,TAFAZZAL HOSSAIN,12152.0,IND,GOLAM YAZDANI,16382.0,,,,,,
AE,West_Bengal,2,23,ASWINI KUMA DEB,M,IND,1775.0,False,KHARBA ,3,INDEPENDENTS,INDEPENDENT,1,59052,30309,30309,01-03-1957,1957,INC,TAFAZZAL HOSSAIN,12152.0,IND,GOLAM YAZDANI,16382.0,,,,,,
AE,West_Bengal,2,24,ELIAS RAZI,M,IND,17326.0,True,HARISCHANDRAPUR ,1,INDEPENDENTS,INDEPENDENT,1,58756,33675,33675,01-03-1957,1957,PSP,SUBODH KUMAR MISRA,8644.0,IND,ELIAS RAZI,17326.0,,,,,,
AE,West_Bengal,2,24,SUBODH KUMAR MISRA,M,PSP,8644.0,False,HARISCHANDRAPUR ,2,NATIONAL PARTIES,PRAJA SOCIALIST PARTY,1,58756,33675,33675,01-03-1957,1957,PSP,SUBODH KUMAR MISRA,8644.0,IND,ELIAS RAZI,17326.0,,,,,,
AE,West_Bengal,2,24,RAMHARI ROY,M,INC,7705.0,False,HARISCHANDRAPUR ,3,NATIONAL PARTIES,INDIAN NATIONAL CONGRESS,1,58756,33675,33675,01-03-1957,1957,PSP,SUBODH KUMAR MISRA,8644.0,IND,ELIAS RAZI,17326.0,,,,,,
AE,West_Bengal,2,25,SOURINDRA MOHAN MISRA,M,INC,22701.0,True,RATUA (SC) ,1,NATIONAL PARTIES,INDIAN NATIONAL CONGRESS,2,105833,87716,87716,01-03-1957,1957,,,,INC,SOURINDRA MOHAN MISRA,22701.0,INC,DHANESWAR SAHA (SC),19518.0,,,
AE,West_Bengal,2,25,DHANESWAR SAHA (SC),M,INC,19518.0,True,RATUA (SC) ,2,NATIONAL PARTIES,INDIAN NATIONAL CONGRESS,2,105833,87716,87716,01-03-1957,1957,,,,INC,SOURINDRA MOHAN MISRA,22701.0,INC,DHANESWAR SAHA (SC),19518.0,,,
AE,West_Bengal,2,25,ATUL CHANDRA KUMAR,M,IND,14319.0,False,RATUA (SC) ,3,INDEPENDENTS,INDEPENDENT,2,105833,87716,87716,01-03-1957,1957,,,,INC,SOURINDRA MOHAN MISRA,22701.0,INC,DHANESWAR SAHA (SC),19518.0,,,
AE,West_Bengal,2,25,MAHAFUZAR RAHAMAN KHAN,M,IND,9759.0,False,RATUA (SC) ,4,INDEPENDENTS,INDEPENDENT,2,105833,87716,87716,01-03-1957,1957,,,,INC,SOURINDRA MOHAN MISRA,22701.0,INC,DHANESWAR SAHA (SC),19518.0,,,
AE,West_Bengal,2,25,DURYODHAN MONDAL (SC),M,CPI,7938.0,False,RATUA (SC) ,5,NATIONAL PARTIES,COMMUNIST PARTY OF INDIA,2,105833,87716,87716,01-03-1957,1957,,,,INC,SOURINDRA MOHAN MISRA,22701.0,INC,DHANESWAR SAHA (SC),19518.0,,,
AE,West_Bengal,2,25,RAIPADA DAS (SC),M,IND,7116.0,False,RATUA (SC) ,6,INDEPENDENTS,INDEPENDENT,2,105833,87716,87716,01-03-1957,1957,,,,INC,SOURINDRA MOHAN MISRA,22701.0,INC,DHANESWAR SAHA (SC),19518.0,,,
AE,West_Bengal,2,25,BAIDYA NATH CHOUDUY (SC),M,IND,4282.0,False,RATUA (SC) ,7,INDEPENDENTS,INDEPENDENT,2,105833,87716,87716,01-03-1957,1957,,,,INC,SOURINDRA MOHAN MISRA,22701.0,INC,DHANESWAR SAHA (SC),19518.0,,,
AE,West_Bengal,2,25,DWARIKA NATH PATHAK,M,IND,2083.0,False,RATUA (SC) ,8,INDEPENDENTS,INDEPENDENT,2,105833,87716,87716,01-03-1957,1957,,,,INC,SOURINDRA MOHAN MISRA,22701.0,INC,DHANESWAR SAHA (SC),19518.0,,,
AE,West_Bengal,2,26,MATLA MURMU (SC),M,INC,23451.0,True,MALDA (ST) ,1,NATIONAL PARTIES,INDIAN NATIONAL CONGRESS,2,123662,77700,77700,01-03-1957,1957,,,,INC,MATLA MURMU (SC),23451.0,INC,NIKUNJA BEHARI GUPTA,20924.0,,,
AE,West_Bengal,2,26,NIKUNJA BEHARI GUPTA,M,INC,20924.0,True,MALDA (ST) ,2,NATIONAL PARTIES,INDIAN NATIONAL CONGRESS,2,123662,77700,77700,01-03-1957,1957,,,,INC,MATLA MURMU (SC),23451.0,INC,NIKUNJA BEHARI GUPTA,20924.0,,,
AE,West_Bengal,2,26,NIMAI CHAND MURMU (SC),M,CPI,18233.0,False,MALDA (ST) ,3,NATIONAL PARTIES,COMMUNIST PARTY OF INDIA,2,123662,77700,77700,01-03-1957,1957,,,,INC,MATLA MURMU (SC),23451.0,INC,NIKUNJA BEHARI GUPTA,20924.0,,,
AE,West_Bengal,2,26,DHARAIDHAR SARKAR,M,CPI,15092.0,False,MALDA (ST) ,4,NATIONAL PARTIES,COMMUNIST PARTY OF INDIA,2,123662,77700,77700,01-03-1957,1957,,,,INC,MATLA MURMU (SC),23451.0,INC,NIKUNJA BEHARI GUPTA,20924.0,,,
AE,West_Bengal,2,27,SANTI GOPAL SEN,M,INC,13545.0,True,ENGLISHBAZAR ,1,NATIONAL PARTIES,INDIAN NATIONAL CONGRESS,1,51556,27565,27565,01-03-1957,1957,CPI,NARENDRA NATH CHAKRABORTY,9628.0,INC,SANTI GOPAL SEN,13545.0,,,,,,
AE,West_Bengal,2,27,NARENDRA NATH CHAKRABORTY,M,CPI,9628.0,False,ENGLISHBAZAR ,2,NATIONAL PARTIES,COMMUNIST PARTY OF INDIA,1,51556,27565,27565,01-03-1957,1957,CPI,NARENDRA NATH CHAKRABORTY,9628.0,INC,SANTI GOPAL SEN,13545.0,,,,,,
AE,West_Bengal,2,27,SUBH NARAAN GIRI,M,BJS,4392.0,False,ENGLISHBAZAR ,3,NATIONAL PARTIES,ALL INDIA BHARTIYA JAN SANGH,1,51556,27565,27565,01-03-1957,1957,CPI,NARENDRA NATH CHAKRABORTY,9628.0,INC,SANTI GOPAL SEN,13545.0,,,,,,
AE,West_Bengal,2,28,MONORANJAN MISRA,M,IND,11677.0,True,SUJAPUR ,1,INDEPENDENTS,INDEPENDENT,1,61697,31460,31460,01-03-1957,1957,IND,ABU BARKAT ATAUL GANI KHAN CHOUDHURY,10523.0,IND,MONORANJAN MISRA,11677.0,,,,,,
AE,West_Bengal,2,28,ABU BARKAT ATAUL GANI KHAN CHOUDHURY,M,IND,10523.0,False,SUJAPUR ,2,INDEPENDENTS,INDEPENDENT,1,61697,31460,31460,01-03-1957,1957,IND,ABU BARKAT ATAUL GANI KHAN CHOUDHURY,10523.0,IND,MONORANJAN MISRA,11677.0,,,,,,
AE,West_Bengal,2,28,MUSHTAQ AHMED,M,INC,9260.0,False,SUJAPUR ,3,NATIONAL PARTIES,INDIAN NATIONAL CONGRESS,1,61697,31460,31460,01-03-1957,1957,IND,ABU BARKAT ATAUL GANI KHAN CHOUDHURY,10523.0,IND,MONORANJAN MISRA,11677.0,,,,,,
AE,West_Bengal,2,29,MAHIBUR RAHMAN CHOUDHURY,M,INC,14707.0,True,KALIACHAK ,1,NATIONAL PARTIES,INDIAN NATIONAL CONGRESS,1,61457,28991,28991,01-03-1957,1957,IND,PROMODE RANJAN BASU,10912.0,INC,MAHIBUR RAHMAN CHOUDHURY,14707.0,,,,,,
AE,West_Bengal,2,29,PROMODE RANJAN BASU,M,IND,10912.0,False,KALIACHAK ,2,INDEPENDENTS,INDEPENDENT,1,61457,28991,28991,01-03-1957,1957,IND,PROMODE RANJAN BASU,10912.0,INC,MAHIBUR RAHMAN CHOUDHURY,14707.0,,,,,,
AE,West_Bengal,2,29,MAJIBUR RAHMAN CHOUDHURY,M,IND,1598.0,False,KALIACHAK ,3,INDEPENDENTS,INDEPENDENT,1,61457,28991,28991,01-03-1957,1957,IND,PROMODE RANJAN BASU,10912.0,INC,MAHIBUR RAHMAN CHOUDHURY,14707.0,,,,,,
AE,West_Bengal,2,29,MONOBAR CHANDRA SARKAR,M,IND,713.0,False,KALIACHAK ,4,INDEPENDENTS,INDEPENDENT,1,61457,28991,28991,01-03-1957,1957,IND,PROMODE RANJAN BASU,10912.0,INC,MAHIBUR RAHMAN CHOUDHURY,14707.0,,,,,,
AE,West_Bengal,2,29,RAHAMAN BISWAS,M,IND,569.0,False,KALIACHAK ,5,INDEPENDENTS,INDEPENDENT,1,61457,28991,28991,01-03-1957,1957,IND,PROMODE RANJAN BASU,10912.0,INC,MAHIBUR RAHMAN CHOUDHURY,14707.0,,,,,,
AE,West_Bengal,2,29,BHUPENDRA NATH JHA,M,IND,492.0,False,KALIACHAK ,6,INDEPENDENTS,INDEPENDENT,1,61457,28991,28991,01-03-1957,1957,IND,PROMODE RANJAN BASU,10912.0,INC,MAHIBUR RAHMAN CHOUDHURY,14707.0,,,,,,
AE,West_Bengal,2,30,MAHAMMAD GIASUDDIN,M,INC,10835.0,True,FARAKKA ,1,NATIONAL PARTIES,INDIAN NATIONAL CONGRESS,1,61096,23230,23230,01-03-1957,1957,IND,SABIRUDDIN BISWAS,7962.0,INC,MAHAMMAD GIASUDDIN,10835.0,,,,,,
AE,West_Bengal,2,30,SABIRUDDIN BISWAS,M,IND,7962.0,False,FARAKKA ,2,INDEPENDENTS,INDEPENDENT,1,61096,23230,23230,01-03-1957,1957,IND,SABIRUDDIN BISWAS,7962.0,INC,MAHAMMAD GIASUDDIN,10835.0,,,,,,
AE,West_Bengal,2,30,NEZAMUDDIN AHAMAD,M,IND,3114.0,False,FARAKKA ,3,INDEPENDENTS,INDEPENDENT,1,61096,23230,23230,01-03-1957,1957,IND,SABIRUDDIN BISWAS,7962.0,INC,MAHAMMAD GIASUDDIN,10835.0,,,,,,
AE,West_Bengal,2,30,MAHAMMAD AZIZUR RAHMAN,M,IND,1319.0,False,FARAKKA ,4,INDEPENDENTS,INDEPENDENT,1,61096,23230,23230,01-03-1957,1957,IND,SABIRUDDIN BISWAS,7962.0,INC,MAHAMMAD GIASUDDIN,10835.0,,,,,,
AE,West_Bengal,2,31,LUTFAL HOQUE,M,INC,27063.0,True,SUTI ,1,NATIONAL PARTIES,INDIAN NATIONAL CONGRESS,1,67636,52594,52594,01-03-1957,1957,IND,DUKHU LAL DAS,23889.0,INC,LUTFAL HOQUE,27063.0,,,,,,
AE,West_Bengal,2,31,DUKHU LAL DAS,M,IND,23889.0,False,SUTI ,2,INDEPENDENTS,INDEPENDENT,1,67636,52594,52594,01-03-1957,1957,IND,DUKHU LAL DAS,23889.0,INC,LUTFAL HOQUE,27063.0,,,,,,
AE,West_Bengal,2,31,SATYABAN DAS,M,PSP,957.0,False,SUTI ,3,NATIONAL PARTIES,PRAJA SOCIALIST PARTY,1,67636,52594,52594,01-03-1957,1957,IND,DUKHU LAL DAS,23889.0,INC,LUTFAL HOQUE,27063.0,,,,,,
AE,West_Bengal,2,31,ESHANUDDIN AHAMOD SHAIKH,M,IND,685.0,False,SUTI ,4,INDEPENDENTS,INDEPENDENT,1,67636,52594,52594,01-03-1957,1957,IND,DUKHU LAL DAS,23889.0,INC,LUTFAL HOQUE,27063.0,,,,,,
AE,West_Bengal,2,32,KUBER CHAND HALDAR (SC),M,INC,16973.0,True,JANGIRPUR (SC) ,1,NATIONAL PARTIES,INDIAN NATIONAL CONGRESS,2,111887,79013,79013,01-03-1957,1957,,,,INC,KUBER CHAND HALDAR (SC),16973.0,INC,SHYAMAPADA BHATTACHARJEE,13811.0,,,
AE,West_Bengal,2,32,SHYAMAPADA BHATTACHARJEE,M,INC,13811.0,True,JANGIRPUR (SC) ,2,NATIONAL PARTIES,INDIAN NATIONAL CONGRESS,2,111887,79013,79013,01-03-1957,1957,,,,INC,KUBER CHAND HALDAR (SC),16973.0,INC,SHYAMAPADA BHATTACHARJEE,13811.0,,,
AE,West_Bengal,2,32,MUKTI PA. CHATTERJI,M,IND,11730.0,False,JANGIRPUR (SC) ,3,INDEPENDENTS,INDEPENDENT,2,111887,79013,79013,01-03-1957,1957,,,,INC,KUBER CHAND HALDAR (SC),16973.0,INC,SHYAMAPADA BHATTACHARJEE,13811.0,,,
AE,West_Bengal,2,32,ALIMUZZAMAN SHAIKH,M,PSP,7797.0,False,JANGIRPUR (SC) ,4,NATIONAL PARTIES,PRAJA SOCIALIST PARTY,2,111887,79013,79013,01-03-1957,1957,,,,INC,KUBER CHAND HALDAR (SC),16973.0,INC,SHYAMAPADA BHATTACHARJEE,13811.0,,,
AE,West_Bengal,2,32,CHANDI CHARAN HALDER (SC),M,PSP,6388.0,False,JANGIRPUR (SC) ,5,NATIONAL PARTIES,PRAJA SOCIALIST PARTY,2,111887,79013,79013,01-03-1957,1957,,,,INC,KUBER CHAND HALDAR (SC),16973.0,INC,SHYAMAPADA BHATTACHARJEE,13811.0,,,
AE,West_Bengal,2,32,BADARUDDIN AHMMAD,M,IND,6182.0,False,JANGIRPUR (SC) ,6,INDEPENDENTS,INDEPENDENT,2,111887,79013,79013,01-03-1957,1957,,,,INC,KUBER CHAND HALDAR (SC),16973.0,INC,SHYAMAPADA BHATTACHARJEE,13811.0,,,
AE,West_Bengal,2,32,DEBABRATA GHOSHAL,M,IND,5008.0,False,JANGIRPUR (SC) ,7,INDEPENDENTS,INDEPENDENT,2,111887,79013,79013,01-03-1957,1957,,,,INC,KUBER CHAND HALDAR (SC),16973.0,INC,SHYAMAPADA BHATTACHARJEE,13811.0,,,
AE,West_Bengal,2,32,NANI ROY,M,IND,3581.0,False,JANGIRPUR (SC) ,8,INDEPENDENTS,INDEPENDENT,2,111887,79013,79013,01-03-1957,1957,,,,INC,KUBER CHAND HALDAR (SC),16973.0,INC,SHYAMAPADA BHATTACHARJEE,13811.0,,,
AE,West_Bengal,2,32,BANKIM CHANDRA SINGHA,M,IND,1878.0,False,JANGIRPUR (SC) ,9,INDEPENDENTS,INDEPENDENT,2,111887,79013,79013,01-03-1957,1957,,,,INC,KUBER CHAND HALDAR (SC),16973.0,INC,SHYAMAPADA BHATTACHARJEE,13811.0,,,
AE,West_Bengal,2,32,MIR ZUBAID ALI,M,IND,1772.0,False,JANGIRPUR (SC) ,10,INDEPENDENTS,INDEPENDENT,2,111887,79013,79013,01-03-1957,1957,,,,INC,KUBER CHAND HALDAR (SC),16973.0,INC,SHYAMAPADA BHATTACHARJEE,13811.0,,,
AE,West_Bengal,2,32,DWARKA NATH BARMAN (SC),M,IND,1770.0,False,JANGIRPUR (SC) ,11,INDEPENDENTS,INDEPENDENT,2,111887,79013,79013,01-03-1957,1957,,,,INC,KUBER CHAND HALDAR (SC),16973.0,INC,SHYAMAPADA BHATTACHARJEE,13811.0,,,
AE,West_Bengal,2,32,ABDUL MAJID BISWAS,M,IND,1410.0,False,JANGIRPUR (SC) ,12,INDEPENDENTS,INDEPENDENT,2,111887,79013,79013,01-03-1957,1957,,,,INC,KUBER CHAND HALDAR (SC),16973.0,INC,SHYAMAPADA BHATTACHARJEE,13811.0,,,
AE,West_Bengal,2,32,SEHEBA HAMDA (SC),M,IND,713.0,False,JANGIRPUR (SC) ,13,INDEPENDENTS,INDEPENDENT,2,111887,79013,79013,01-03-1957,1957,,,,INC,KUBER CHAND HALDAR (SC),16973.0,INC,SHYAMAPADA BHATTACHARJEE,13811.0,,,
AE,West_Bengal,2,33,DURGAPADA SINHA,M,INC,17034.0,True,MURSHIDABAD ,1,NATIONAL PARTIES,INDIAN NATIONAL CONGRESS,1,67333,34493,34493,01-03-1957,1957,IND,BIRENDRA NARAYAN ROY,15998.0,INC,DURGAPADA SINHA,17034.0,,,,,,
AE,West_Bengal,2,33,BIRENDRA NARAYAN ROY,M,IND,15998.0,False,MURSHIDABAD ,2,INDEPENDENTS,INDEPENDENT,1,67333,34493,34493,01-03-1957,1957,IND,BIRENDRA NARAYAN ROY,15998.0,INC,DURGAPADA SINHA,17034.0,,,,,,
AE,West_Bengal,2,33,ISHA,M,IND,1461.0,False,MURSHIDABAD ,3,INDEPENDENTS,INDEPENDENT,1,67333,34493,34493,01-03-1957,1957,IND,BIRENDRA NARAYAN ROY,15998.0,INC,DURGAPADA SINHA,17034.0,,,,,,
AE,West_Bengal,2,34,SYED KAZEM ALI MEERZA,M,INC,15339.0,True,LALGOLA ,1,NATIONAL PARTIES,INDIAN NATIONAL CONGRESS,1,59135,30620,30620,01-03-1957,1957,IND,ABDUS SATTAR,14158.0,INC,SYED KAZEM ALI MEERZA,15339.0,,,,,,
AE,West_Bengal,2,34,ABDUS SATTAR,M,IND,14158.0,False,LALGOLA ,2,INDEPENDENTS,INDEPENDENT,1,59135,30620,30620,01-03-1957,1957,IND,ABDUS SATTAR,14158.0,INC,SYED KAZEM ALI MEERZA,15339.0,,,,,,
AE,West_Bengal,2,34,DWAIJAPADA SARKAR (SC),M,IND,1123.0,False,LALGOLA ,3,INDEPENDENTS,INDEPENDENT,1,59135,30620,30620,01-03-1957,1957,IND,ABDUS SATTAR,14158.0,INC,SYED KAZEM ALI MEERZA,15339.0,,,,,,
AE,West_Bengal,2,35,HAFIZUR REHMAN KAZI,M,INC,12932.0,True,BHAGABANGOLA ,1,NATIONAL PARTIES,INDIAN NATIONAL CONGRESS,1,62583,30449,30449,01-03-1957,1957,PSP,SAILENDRA NATH ADHICARY,10452.0,INC,HAFIZUR REHMAN KAZI,12932.0,,,,,,
AE,West_Bengal,2,35,SAILENDRA NATH ADHICARY,M,PSP,10452.0,False,BHAGABANGOLA ,2,NATIONAL PARTIES,PRAJA SOCIALIST PARTY,1,62583,30449,30449,01-03-1957,1957,PSP,SAILENDRA NATH ADHICARY,10452.0,INC,HAFIZUR REHMAN KAZI,12932.0,,,,,,
