Identifier,Response,Web Search Sources,Time Taken,Input Tokens,Reasoning Tokens,Output Tokens,Reasoning Effort,Error Log,Response IDs,Successful
40c260c4_batch0,"[""{\n  \""supportive of rugged individualism\"": 45,\n  \""anger towards other party\"": 10,\n  \""religious rhetoric\"": 30,\n  \""patriotic rhetoric\"": 85,\n  \""pro welfare state\"": 70,\n  \""populist\"": 60,\n  \""isolationist\"": 5,\n  \""foreign policy focus\"": 70\n}""]",,10.369663000106812,8220,512,659,,[],['resp_07dac7dab4b980590069a8151664988194a1dbabe5922a4584'],True
50492a6c_batch0,"[""{\n  \""pro welfare state\"": 12,\n  \""religious rhetoric\"": 76,\n  \""supportive of rugged individualism\"": 86,\n  \""foreign policy focus\"": 70,\n  \""anger towards other party\"": 6,\n  \""populist\"": 28,\n  \""isolationist\"": 7,\n  \""patriotic rhetoric\"": 92\n}""]",,22.45359992980957,6669,512,644,,[],['resp_0dbe70bc3881d3fc0069a8150a703c81959d16666a8c027082'],True
5f843aaf_batch0,"[""{\n  \""isolationist\"": 5,\n  \""foreign policy focus\"": 85,\n  \""supportive of rugged individualism\"": 60,\n  \""populist\"": 15,\n  \""pro welfare state\"": 55,\n  \""anger towards other party\"": 5,\n  \""religious rhetoric\"": 65,\n  \""patriotic rhetoric\"": 90\n}""]",,14.661709070205688,5442,768,907,,[],['resp_096c23bb73cee8ad0069a815140968819ba7a8fd7dc6d5119e'],True
669ea930_batch0,"[""{\n  \""religious rhetoric\"": 45,\n  \""patriotic rhetoric\"": 88,\n  \""foreign policy focus\"": 95,\n  \""supportive of rugged individualism\"": 10,\n  \""isolationist\"": 5,\n  \""pro welfare state\"": 70,\n  \""anger towards other party\"": 6,\n  \""populist\"": 10\n}""]",,13.935845851898193,5529,640,739,,[],['resp_0e37dc12ec8e541b0069a8151505b88190992adf369b76c9b5'],True
ae78cacc_batch0,"[""{\n  \""patriotic rhetoric\"": 88,\n  \""populist\"": 35,\n  \""isolationist\"": 5,\n  \""supportive of rugged individualism\"": 75,\n  \""religious rhetoric\"": 35,\n  \""pro welfare state\"": 30,\n  \""foreign policy focus\"": 75,\n  \""anger towards other party\"": 25\n}""]",,18.786351919174194,6966,960,1074,,[],['resp_0e36a1d023f0fc780069a81511a2b4819981442d00ec422d0e'],True
dccf037e_batch0,"[""{\n  \""patriotic rhetoric\"": 85,\n  \""isolationist\"": 5,\n  \""pro welfare state\"": 95,\n  \""anger towards other party\"": 8,\n  \""populist\"": 18,\n  \""religious rhetoric\"": 14,\n  \""supportive of rugged individualism\"": 10,\n  \""foreign policy focus\"": 72\n}""]",,17.945257902145386,9293,960,1084,,[],['resp_00457eb2818ad1d30069a8151333708199835de7da5ed34bff'],True
ca5f5acc_batch0,"[""{\n\t\""religious rhetoric\"": 50,\n\t\""patriotic rhetoric\"": 85,\n\t\""anger towards other party\"": 5,\n\t\""supportive of rugged individualism\"": 80,\n\t\""populist\"": 40,\n\t\""pro welfare state\"": 35,\n\t\""foreign policy focus\"": 55,\n\t\""isolationist\"": 3\n}""]",,28.13020610809326,7413,832,964,,[],['resp_088783963a8ca7520069a8150931d881998caa1be80a37325d'],True
84200bdf_batch0,"[""{\n  \""patriotic rhetoric\"": 92,\n  \""isolationist\"": 6,\n  \""foreign policy focus\"": 80,\n  \""religious rhetoric\"": 80,\n  \""supportive of rugged individualism\"": 88,\n  \""pro welfare state\"": 18,\n  \""populist\"": 64,\n  \""anger towards other party\"": 18\n}""]",,23.418509006500244,5071,768,896,,[],['resp_0fa12bfed83b43bc0069a8150e27b8819386801acb10191abb'],True
666d4a97_batch0,"[""{\n  \""foreign policy focus\"": 50,\n  \""pro welfare state\"": 90,\n  \""religious rhetoric\"": 35,\n  \""supportive of rugged individualism\"": 12,\n  \""anger towards other party\"": 18,\n  \""patriotic rhetoric\"": 78,\n  \""populist\"": 68,\n  \""isolationist\"": 3\n}""]",,26.598130226135254,4858,832,976,,[],['resp_025e32777e759eb80069a8150b20d4819598ef7da35ccc0622'],True
4ddf9602_batch0,"[""{\n\t\""populist\"": 15,\n\t\""patriotic rhetoric\"": 90,\n\t\""pro welfare state\"": 62,\n\t\""anger towards other party\"": 5,\n\t\""supportive of rugged individualism\"": 60,\n\t\""isolationist\"": 3,\n\t\""foreign policy focus\"": 88,\n\t\""religious rhetoric\"": 72\n}""]",,10.796518087387085,10429,576,718,,[],['resp_0c7d3f8fd65849ee0069a8151b2b048199800e0ceba65efbc6'],True
8cc73079_batch0,"[""{\n  \""isolationist\"": 5,\n  \""patriotic rhetoric\"": 85,\n  \""populist\"": 68,\n  \""supportive of rugged individualism\"": 25,\n  \""religious rhetoric\"": 45,\n  \""foreign policy focus\"": 55,\n  \""anger towards other party\"": 25,\n  \""pro welfare state\"": 80\n}""]",,13.437828779220581,9494,576,684,,[],['resp_070e477999a991fc0069a8151977bc819598c2437ca1773132'],True
18eb1e73_batch0,"[""{\n\t\""religious rhetoric\"": 42,\n\t\""supportive of rugged individualism\"": 80,\n\t\""anger towards other party\"": 8,\n\t\""isolationist\"": 3,\n\t\""populist\"": 32,\n\t\""pro welfare state\"": 28,\n\t\""patriotic rhetoric\"": 92,\n\t\""foreign policy focus\"": 88\n}""]",,22.784372091293335,5604,832,964,,[],['resp_0d6b18268b169dc90069a815105150819895ae7b8424aa9f84'],True
fac8ada0_batch0,"[""{\n  \""populist\"": 20,\n  \""foreign policy focus\"": 75,\n  \""religious rhetoric\"": 40,\n  \""patriotic rhetoric\"": 85,\n  \""anger towards other party\"": 15,\n  \""isolationist\"": 5,\n  \""supportive of rugged individualism\"": 30,\n  \""pro welfare state\"": 80\n}""]",,10.562087059020996,8840,640,744,,[],['resp_0af9450ae89b2ad50069a8151ca7a08193bde22b341447d506'],True
91fb5fd1_batch0,"[""{\n\t\""supportive of rugged individualism\"": 72,\n\t\""anger towards other party\"": 5,\n\t\""patriotic rhetoric\"": 85,\n\t\""populist\"": 8,\n\t\""pro welfare state\"": 65,\n\t\""religious rhetoric\"": 78,\n\t\""isolationist\"": 3,\n\t\""foreign policy focus\"": 80\n}""]",,15.801759958267212,9373,640,783,,[],['resp_0304623c99cca92b0069a815180e3481998babc2c8942082b0'],True
47b43029_batch0,"[""{\n  \""populist\"": 20,\n  \""pro welfare state\"": 35,\n  \""patriotic rhetoric\"": 90,\n  \""supportive of rugged individualism\"": 80,\n  \""isolationist\"": 5,\n  \""religious rhetoric\"": 80,\n  \""anger towards other party\"": 15,\n  \""foreign policy focus\"": 92\n}""]",,10.065017938613892,6942,640,751,,[],['resp_0328cb585af19fb90069a81521970081978b886a165a1696b7'],True
6b9e6a16_batch0,"[""{\n  \""isolationist\"": 5,\n  \""religious rhetoric\"": 60,\n  \""anger towards other party\"": 5,\n  \""patriotic rhetoric\"": 92,\n  \""pro welfare state\"": 40,\n  \""populist\"": 30,\n  \""foreign policy focus\"": 95,\n  \""supportive of rugged individualism\"": 60\n}""]",,11.464584827423096,5429,704,790,,[],['resp_07107ee51075a4aa0069a81520c5688194addacf0b51907aac'],True
df08d549_batch0,"[""{\n\t\""patriotic rhetoric\"": 92,\n\t\""religious rhetoric\"": 58,\n\t\""anger towards other party\"": 22,\n\t\""populist\"": 48,\n\t\""pro welfare state\"": 25,\n\t\""supportive of rugged individualism\"": 78,\n\t\""isolationist\"": 8,\n\t\""foreign policy focus\"": 85\n}""]",,10.99361515045166,7539,640,767,,[],['resp_04548a8afb34a40c0069a81522d80c81968f8f668c5fdd6791'],True
a3645b78_batch0,"[""{\n  \""isolationist\"": 5,\n  \""foreign policy focus\"": 58,\n  \""religious rhetoric\"": 18,\n  \""anger towards other party\"": 10,\n  \""populist\"": 28,\n  \""pro welfare state\"": 82,\n  \""supportive of rugged individualism\"": 25,\n  \""patriotic rhetoric\"": 88\n}""]",,16.740538835525513,9753,768,878,,[],['resp_0a5c4d6a37d4f89a0069a8151e2f4c819a9b1b563d6bd4dbad'],True
4f0e892f_batch0,"[""{\n  \""foreign policy focus\"": 85,\n  \""anger towards other party\"": 10,\n  \""patriotic rhetoric\"": 90,\n  \""pro welfare state\"": 55,\n  \""religious rhetoric\"": 80,\n  \""supportive of rugged individualism\"": 75,\n  \""isolationist\"": 5,\n  \""populist\"": 45\n}""]",,16.0280818939209,7245,768,873,,[],['resp_02ea13862fdda19d0069a8151f69d0819aa95801836ad6ff1e'],True
f9baae8d_batch0,"[""{\n\t\""anger towards other party\"": 10,\n\t\""populist\"": 30,\n\t\""supportive of rugged individualism\"": 80,\n\t\""foreign policy focus\"": 90,\n\t\""isolationist\"": 5,\n\t\""pro welfare state\"": 25,\n\t\""patriotic rhetoric\"": 85,\n\t\""religious rhetoric\"": 60\n}""]",,13.896962881088257,7368,960,1083,,[],['resp_0f888bdc3ea2fa700069a81524194c819ba4f2bac98d28a5d3'],True
e9469f3e_batch0,"[""{\n  \""anger towards other party\"": 10,\n  \""supportive of rugged individualism\"": 75,\n  \""patriotic rhetoric\"": 85,\n  \""isolationist\"": 5,\n  \""pro welfare state\"": 35,\n  \""populist\"": 30,\n  \""religious rhetoric\"": 60,\n  \""foreign policy focus\"": 85\n}""]",,13.654106140136719,6757,832,977,,[],['resp_02e558af1f373ca90069a8152548c48195b2aa9f464f1a0d4c'],True
f2949a34_batch0,"[""{\n  \""populist\"": 28,\n  \""pro welfare state\"": 30,\n  \""anger towards other party\"": 12,\n  \""isolationist\"": 3,\n  \""religious rhetoric\"": 57,\n  \""foreign policy focus\"": 93,\n  \""patriotic rhetoric\"": 92,\n  \""supportive of rugged individualism\"": 72\n}""]",,13.981216192245483,7078,768,913,,[],['resp_0b629fb5500709470069a815267c3c819abf3f91afe638beae'],True
1169da90_batch0,"[""{\n  \""religious rhetoric\"": 20,\n  \""populist\"": 55,\n  \""foreign policy focus\"": 60,\n  \""patriotic rhetoric\"": 88,\n  \""isolationist\"": 8,\n  \""supportive of rugged individualism\"": 35,\n  \""anger towards other party\"": 12,\n  \""pro welfare state\"": 75\n}""]",,10.297377109527588,8812,640,757,,[],['resp_09281902e744552f0069a8152ab92c8196bf031afaab359686'],True
bf538732_batch0,"[""{\n  \""populist\"": 78,\n  \""isolationist\"": 15,\n  \""supportive of rugged individualism\"": 85,\n  \""anger towards other party\"": 75,\n  \""foreign policy focus\"": 88,\n  \""patriotic rhetoric\"": 92,\n  \""religious rhetoric\"": 70,\n  \""pro welfare state\"": 15\n}""]",,12.799628019332886,8589,768,879,,[],['resp_0a37709ee8bf17350069a8152941e88195907774d540aa5530'],True
06b84194_batch0,"[""{\n  \""isolationist\"": 55,\n  \""populist\"": 80,\n  \""religious rhetoric\"": 58,\n  \""patriotic rhetoric\"": 93,\n  \""supportive of rugged individualism\"": 64,\n  \""foreign policy focus\"": 76,\n  \""anger towards other party\"": 62,\n  \""pro welfare state\"": 28\n}""]",,11.25595998764038,7732,704,817,,[],['resp_0130f2c2e12b852a0069a8152c04ec8193acb5e7903f709194'],True
728b7b1b_batch0,"[""{\n  \""pro welfare state\"": 80,\n  \""religious rhetoric\"": 30,\n  \""isolationist\"": 10,\n  \""foreign policy focus\"": 65,\n  \""supportive of rugged individualism\"": 25,\n  \""anger towards other party\"": 35,\n  \""patriotic rhetoric\"": 85,\n  \""populist\"": 45\n}""]",,9.607810020446777,8816,640,770,,[],['resp_0eebb6f1376ae3cb0069a8152edcb8819abc2c064a747ccc98'],True
aa99fb05_batch1,"[""{\n\t\""institutionalist\"": 88,\n\t\""optimistic about technological progress\"": 72\n}""]",,4.675386190414429,6947,256,337,,[],['resp_031ed6fce1f9c4b10069a81533f8888196a3cdea1fb6c5de57'],True
ebe5176c_batch0,"[""{\n  \""supportive of rugged individualism\"": 70,\n  \""religious rhetoric\"": 55,\n  \""populist\"": 68,\n  \""pro welfare state\"": 15,\n  \""patriotic rhetoric\"": 95,\n  \""anger towards other party\"": 25,\n  \""isolationist\"": 10,\n  \""foreign policy focus\"": 60\n}""]",,11.729537963867188,7980,704,798,,[],['resp_041d0f7b4cc1ce620069a8152d5f6c81958f20f9c250ed8276'],True
1dc7a0db_batch1,"[""{\n  \""optimistic about technological progress\"": 88,\n  \""institutionalist\"": 93\n}""]",,7.802410840988159,5186,448,485,,[],['resp_001b6f407a0dd5cd0069a81532c3248198b94f87adf0629b11'],True
29e1f0bf_batch0,"[""{\n  \""populist\"": 55,\n  \""foreign policy focus\"": 35,\n  \""anger towards other party\"": 10,\n  \""religious rhetoric\"": 25,\n  \""supportive of rugged individualism\"": 60,\n  \""pro welfare state\"": 50,\n  \""isolationist\"": 5,\n  \""patriotic rhetoric\"": 85\n}""]",,13.471169233322144,8918,832,961,,[],['resp_02dd155d56d90c240069a815305708819582c9c5e9489fa018'],True
16eae1e2_batch1,"[""{\n\t\""institutionalist\"": 88,\n\t\""optimistic about technological progress\"": 78\n}""]",,6.088531970977783,5678,384,424,,[],['resp_0e0c3131e70fc1500069a81538e6b0819395db6959736532d1'],True
661394b4_batch0,"[""{\n  \""populist\"": 72,\n  \""anger towards other party\"": 20,\n  \""supportive of rugged individualism\"": 50,\n  \""patriotic rhetoric\"": 85,\n  \""foreign policy focus\"": 70,\n  \""isolationist\"": 5,\n  \""pro welfare state\"": 75,\n  \""religious rhetoric\"": 30\n}""]",,23.502277851104736,7974,640,780,,[],['resp_0f0125f11aa71bf90069a81527f4f4819b804d77e9272e45b9'],True
3f302efc_batch0,"[""{\n  \""populist\"": 65,\n  \""supportive of rugged individualism\"": 45,\n  \""religious rhetoric\"": 12,\n  \""foreign policy focus\"": 65,\n  \""patriotic rhetoric\"": 86,\n  \""isolationist\"": 5,\n  \""pro welfare state\"": 68,\n  \""anger towards other party\"": 25\n}""]",,13.586735248565674,8988,768,907,,[],['resp_03565245f7b8f35f0069a81531ce4c819b839c21b55ad46bb4'],True
a1759cb4_batch0,"[""{\n\t\""anger towards other party\"": 5,\n\t\""patriotic rhetoric\"": 90,\n\t\""supportive of rugged individualism\"": 20,\n\t\""populist\"": 25,\n\t\""isolationist\"": 6,\n\t\""foreign policy focus\"": 95,\n\t\""religious rhetoric\"": 68,\n\t\""pro welfare state\"": 72\n}""]",,11.112608909606934,4754,704,792,,[],['resp_017e8f66952b38ff0069a81535e748819b92b8aec9babf186a'],True
a26d4a48_batch1,"[""{\n  \""optimistic about technological progress\"": 72,\n  \""institutionalist\"": 85\n}""]",,9.646295070648193,5696,576,603,,[],['resp_079897198666ec610069a81537dbec819683e1817c7afb3b1e'],True
b84d41e1_batch1,"[""{\n  \""institutionalist\"": 92,\n  \""optimistic about technological progress\"": 56\n}""]",,7.781348705291748,6028,320,403,,[],['resp_0c1e48b8a2867d870069a81539f5188198a3fafd742d65783e'],True
6cd9fb36_batch1,"[""{\n  \""institutionalist\"": 92,\n  \""optimistic about technological progress\"": 86\n}""]",,13.124195098876953,5615,704,786,,[],['resp_0c047b1db92d32400069a815350d6c8195b494e25792c2254b'],True
57004c56_batch0,"[""{\n  \""religious rhetoric\"": 78,\n  \""populist\"": 35,\n  \""patriotic rhetoric\"": 92,\n  \""foreign policy focus\"": 95,\n  \""isolationist\"": 2,\n  \""supportive of rugged individualism\"": 30,\n  \""anger towards other party\"": 1,\n  \""pro welfare state\"": 10\n}""]",,11.733819961547852,5097,576,716,,[],['resp_066ebbdbe7df20a90069a81536d6408194892b463cec277bbf'],True
ef7d4284_batch1,"[""{\n  \""institutionalist\"": 86,\n  \""optimistic about technological progress\"": 82\n}""]",,7.633967161178589,6415,512,549,,[],['resp_0186bc426f6822cc0069a8153c2c908199a7aef44462b40bd0'],True
be8a322e_batch1,"[""{\n\t\""optimistic about technological progress\"": 80,\n\t\""institutionalist\"": 88\n}""]",,6.2660231590271,5474,320,364,,[],['resp_0bef534511894ee10069a8153e47e4819ba09f4e56d9cfdaf7'],True
c6f3eb88_batch1,"[""{\n\t\""optimistic about technological progress\"": 60,\n\t\""institutionalist\"": 88\n}""]",,9.473137855529785,6334,704,746,,[],['resp_09c64a9b7945bc780069a8153b10b4819baa849cb69886a043'],True
e935057b_batch1,"[""{\n\t\""institutionalist\"": 92,\n\t\""optimistic about technological progress\"": 18\n}""]",,4.345886945724487,2963,192,271,,[],['resp_01641944973b8d3c0069a8154100ec8197b83c33ca2600231e'],True
d87857bf_batch1,"[""{\n  \""optimistic about technological progress\"": 25,\n  \""institutionalist\"": 92\n}""]",,5.715848207473755,2924,384,415,,[],['resp_02c2e6f44df43bdf0069a81541bf148198b546d5a89e323c40'],True
6f887208_batch1,"[""{\n  \""optimistic about technological progress\"": 10,\n  \""institutionalist\"": 78\n}""]",,6.461297035217285,2949,448,491,,[],['resp_0dd8b7ee330f81e70069a81541826c8198bbbc4cb07ad02833'],True
242ad42f_batch0,"[""{\n  \""religious rhetoric\"": 25,\n  \""anger towards other party\"": 10,\n  \""foreign policy focus\"": 85,\n  \""patriotic rhetoric\"": 75,\n  \""isolationist\"": 5,\n  \""pro welfare state\"": 70,\n  \""populist\"": 30,\n  \""supportive of rugged individualism\"": 60\n}""]",,8.86585021018982,7903,512,659,,[],['resp_0865f967123816030069a8153f9e848194a512d24bbc6e78ef'],True
b89d9802_batch1,"[""{\n\t\""optimistic about technological progress\"": 40,\n\t\""institutionalist\"": 80\n}""]",,6.873162031173706,2587,384,436,,[],['resp_0cc519ab7ad7b5b00069a8154296708198bf11b3eeaf7363fb'],True
9644a869_batch1,"[""{\n\t\""optimistic about technological progress\"": 78,\n\t\""institutionalist\"": 88\n}""]",,7.8990638256073,2596,384,449,,[],['resp_0a7c229c106d69f00069a8154237cc819ba194b8bb52ee82b6'],True
a1937ad8_batch1,"[""{\n\t\""optimistic about technological progress\"": 8,\n\t\""institutionalist\"": 82\n}""]",,5.94723916053772,6967,384,465,,[],['resp_04683a323f49f5250069a81544899c81988b95fabc3a60d53e'],True
fe7bff79_batch1,"[""{\n\t\""institutionalist\"": 90,\n\t\""optimistic about technological progress\"": 10\n}""]",,6.263617038726807,2138,384,418,,[],['resp_09b02ca15c64e8740069a815456ca8819bb643122815c2b502'],True
fa2627d0_batch1,"[""{\n\t\""institutionalist\"": 75,\n\t\""optimistic about technological progress\"": 50\n}""]",,7.975649833679199,2757,448,478,,[],['resp_06dd5d902e8dbe600069a81544f2d0819bac4178764da74f2e'],True
61d13f41_batch1,"[""{\n\t\""optimistic about technological progress\"": 20,\n\t\""institutionalist\"": 80\n}""]",,4.63015604019165,5128,256,345,,[],['resp_047db8e73434c79d0069a8154a26688197bdc1299d6dca9a1d'],True
aa15235d_batch1,"[""{\n\t\""institutionalist\"": 92,\n\t\""optimistic about technological progress\"": 78\n}""]",,6.85305380821228,1787,384,463,,[],['resp_0cd9caeebeafb3b00069a815484e74819aad7552a1f29bf5f2'],True
7cfa5243_batch1,"[""{\n  \""optimistic about technological progress\"": 78,\n  \""institutionalist\"": 82\n}""]",,7.04866623878479,5774,448,534,,[],['resp_0a999118d7268dab0069a8154943848190bf34dd49c86443b1'],True
b58e84a7_batch1,"[""{\n\t\""optimistic about technological progress\"": 18,\n\t\""institutionalist\"": 70\n}""]",,12.941915035247803,2969,320,374,,[],['resp_009d48eebe42f49c0069a81543d880819ab347b59b54347008'],True
af4761eb_batch0,"[""{\n  \""populist\"": 35,\n  \""pro welfare state\"": 80,\n  \""supportive of rugged individualism\"": 45,\n  \""foreign policy focus\"": 40,\n  \""patriotic rhetoric\"": 80,\n  \""anger towards other party\"": 30,\n  \""religious rhetoric\"": 18,\n  \""isolationist\"": 6\n}""]",,10.929403066635132,9107,640,739,,[],['resp_0798328c798316310069a8154716588199b39e575acc1bd8a8'],True
973f7b86_batch1,"[""{\n  \""institutionalist\"": 82,\n  \""optimistic about technological progress\"": 78\n}""]",,6.19545578956604,2494,448,478,,[],['resp_0d2a5a952ac8b7ca0069a8154bb6c4819a8c6fe4f2a4eaadc1'],True
6d589b4e_batch1,"[""{\n\t\""optimistic about technological progress\"": 55,\n\t\""institutionalist\"": 80\n}""]",,10.35125207901001,5460,704,754,,[],['resp_06f802e85d917fad0069a81547e0a481989255818fb6cb55ce'],True
f3a5f900_batch1,"[""{\n\t\""institutionalist\"": 92,\n\t\""optimistic about technological progress\"": 68\n}""]",,8.636219024658203,3836,512,586,,[],['resp_06dec0a316ed9e110069a8154ad53c81988ee69bc7999f95cd'],True
785fd2e6_batch1,"[""{\n\t\""institutionalist\"": 95,\n\t\""optimistic about technological progress\"": 5\n}""]",,4.678855895996094,3978,256,284,,[],['resp_007f8470f961907a0069a8154fbfa4819bb16937d7b2d5cb29'],True
899570c4_batch1,"[""{\n  \""institutionalist\"": 91,\n  \""optimistic about technological progress\"": 4\n}""]",,5.453557968139648,2780,320,410,,[],['resp_04754c0074225c050069a8154f23fc819a8c21aa79283c4475'],True
f7fd3766_batch0,"[""{\n\t\""pro welfare state\"": 82,\n\t\""isolationist\"": 10,\n\t\""foreign policy focus\"": 50,\n\t\""populist\"": 65,\n\t\""patriotic rhetoric\"": 75,\n\t\""religious rhetoric\"": 2,\n\t\""anger towards other party\"": 20,\n\t\""supportive of rugged individualism\"": 10\n}""]",,24.27294397354126,6279,704,807,,[],['resp_0faaf2488c920dd00069a8153d65a0819b8ef26a0c9f12c509'],True
3002cd89_batch1,"[""{\n\t\""optimistic about technological progress\"": 45,\n\t\""institutionalist\"": 93\n}""]",,6.289650917053223,2110,384,419,,[],['resp_0bbb1f3a0056a5c20069a815505114819bab9d79b727ee2736'],True
1d075fb2_batch1,"[""{\n  \""optimistic about technological progress\"": 4,\n  \""institutionalist\"": 88\n}""]",,6.06496000289917,2907,384,426,,[],['resp_0325490270d03fcb0069a81550c734819b824b24d74a515df7'],True
8b5f3a7c_batch1,"[""{\n  \""institutionalist\"": 90,\n  \""optimistic about technological progress\"": 25\n}""]",,9.72444486618042,2837,512,558,,[],['resp_008f276b4624737e0069a8154d2a8881979d95855b8883e3e2'],True
64ce7b9a_batch1,"[""{\n\t\""institutionalist\"": 92,\n\t\""optimistic about technological progress\"": 7\n}""]",,5.255704164505005,2255,256,316,,[],['resp_0f39d2b17eb387d50069a81551e67c8199ac58ec700933c131'],True
62d88217_batch1,"[""{\n  \""institutionalist\"": 92,\n  \""optimistic about technological progress\"": 28\n}""]",,5.58048415184021,2967,320,391,,[],['resp_0cb45faf02f4dde70069a815524ff4819aacf3bea5eb62c15f'],True
c459f031_batch1,"[""{\n\t\""institutionalist\"": 90,\n\t\""optimistic about technological progress\"": 25\n}""]",,6.714890956878662,3069,320,409,,[],['resp_03edde51ff0edd1f0069a81551e3a88190a2cc89db130c88b8'],True
b8437876_batch1,"[""{\n  \""optimistic about technological progress\"": 20,\n  \""institutionalist\"": 92\n}""]",,6.051240921020508,2977,384,450,,[],['resp_097b39193d9ebefe0069a815537b8881938962209b380ea4af'],True
8bc73971_batch0,"[""{\n  \""patriotic rhetoric\"": 85,\n  \""populist\"": 10,\n  \""anger towards other party\"": 5,\n  \""supportive of rugged individualism\"": 75,\n  \""religious rhetoric\"": 28,\n  \""pro welfare state\"": 65,\n  \""isolationist\"": 5,\n  \""foreign policy focus\"": 80\n}""]",,13.377141952514648,7900,704,827,,[],['resp_098beb55997c7fc50069a8154ca5e88199b4ea3f45d398a780'],True
687dd5a1_batch1,"[""{\n\t\""optimistic about technological progress\"": 40,\n\t\""institutionalist\"": 90\n}""]",,5.650666952133179,2966,320,370,,[],['resp_03bf9272f4d8465e0069a81554cf0481969b276aebaa2190f9'],True
5cbcb750_batch0,"[""{\n\t\""religious rhetoric\"": 50,\n\t\""isolationist\"": 8,\n\t\""patriotic rhetoric\"": 85,\n\t\""populist\"": 15,\n\t\""anger towards other party\"": 5,\n\t\""foreign policy focus\"": 88,\n\t\""pro welfare state\"": 65,\n\t\""supportive of rugged individualism\"": 72\n}""]",,12.231251001358032,8407,640,727,,[],['resp_07f13f8d276fcaab0069a8154ea3ac81979f00787529309ba0'],True
79fcfb33_batch1,"[""{\n\t\""institutionalist\"": 92,\n\t\""optimistic about technological progress\"": 60\n}""]",,6.171087026596069,3815,320,409,,[],['resp_0cac7a5bf4f259e40069a81555749c819b8e18040adf1942a2'],True
e6541111_batch1,"[""{\n  \""institutionalist\"": 90,\n  \""optimistic about technological progress\"": 12\n}""]",,4.2403669357299805,3904,320,347,,[],['resp_07702fe04c142fb20069a815593b2c8190a2f06fad972cd75c'],True
5a307f34_batch1,"[""{\n\t\""institutionalist\"": 90,\n\t\""optimistic about technological progress\"": 60\n}""]",,6.103009939193726,3650,384,455,,[],['resp_0204412e877733a20069a815576f80819b86276c95c3dc27f9'],True
286e8b68_batch1,"[""{\n  \""optimistic about technological progress\"": 40,\n  \""institutionalist\"": 88\n}""]",,6.328214883804321,3332,448,488,,[],['resp_04a74adb6319ddcb0069a8155806a4819bb1c356c2de112d16'],True
3a248744_batch1,"[""{\n\t\""optimistic about technological progress\"": 7,\n\t\""institutionalist\"": 88\n}""]",,7.77545428276062,3303,384,424,,[],['resp_0d3f9c3cc564fa9c0069a81556cae08199b4cec7521670e517'],True
bde8d937_batch1,"[""{\n\t\""optimistic about technological progress\"": 30,\n\t\""institutionalist\"": 92\n}""]",,8.730094194412231,4217,384,433,,[],['resp_04155c503fca718d0069a81558249c8197809b13d2ea1cc6b8'],True
7cbaf103_batch1,"[""{\n\t\""institutionalist\"": 90,\n\t\""optimistic about technological progress\"": 45\n}""]",,7.173072814941406,2632,384,439,,[],['resp_0b7bd07cf60d3efa0069a8155898b481938bcfdb561d195a34'],True
2f926b27_batch0,"[""{\n  \""foreign policy focus\"": 88,\n  \""isolationist\"": 5,\n  \""patriotic rhetoric\"": 82,\n  \""pro welfare state\"": 45,\n  \""anger towards other party\"": 7,\n  \""supportive of rugged individualism\"": 78,\n  \""populist\"": 18,\n  \""religious rhetoric\"": 12\n}""]",,11.613476276397705,8974,512,651,,[],['resp_0f603523490b54f30069a8155478c8819b89ea97af468eec86'],True
bdb084bc_batch1,"[""{\n\t\""institutionalist\"": 88,\n\t\""optimistic about technological progress\"": 22\n}""]",,7.685460805892944,3158,448,523,,[],['resp_0d3d7c0bb4bb1c8b0069a81559c9a4819b8724060cc7c590d1'],True
5fbf744c_batch1,"[""{\n\t\""institutionalist\"": 80,\n\t\""optimistic about technological progress\"": 15\n}""]",,5.6779820919036865,4294,320,366,,[],['resp_01677f2f4b8136710069a8155bccb48190820321b4f652b0f3'],True
e3b8d5cb_batch1,"[""{\n\t\""optimistic about technological progress\"": 60,\n\t\""institutionalist\"": 90\n}""]",,8.02416706085205,4129,512,552,,[],['resp_0afdf62fef16f6180069a8155a7d84819ab56394353663651c'],True
90e24e5e_batch1,"[""{\n  \""optimistic about technological progress\"": 28,\n  \""institutionalist\"": 88\n}""]",,6.354188919067383,4296,448,514,,[],['resp_07520d9771ac770d0069a8155c8a8c8190b36ed5fe11ba41a8'],True
4c97c76c_batch1,"[""{\n  \""institutionalist\"": 87,\n  \""optimistic about technological progress\"": 12\n}""]",,8.537859916687012,3015,384,437,,[],['resp_0912ce69a18c69750069a8155b11048195bc194c2271115a9b'],True
cc60b57b_batch1,"[""{\n\t\""institutionalist\"": 90,\n\t\""optimistic about technological progress\"": 5\n}""]",,5.291656017303467,5560,256,341,,[],['resp_099e821c9093c9980069a8155ef82481949d474e07dc6a6489'],True
f72d0b55_batch1,"[""{\n\t\""optimistic about technological progress\"": 30,\n\t\""institutionalist\"": 90\n}""]",,6.9750189781188965,4527,384,441,,[],['resp_076e551d84565fe10069a8155e0f988195b959fc439df5c8d8'],True
a237dc3e_batch1,"[""{\n\t\""optimistic about technological progress\"": 40,\n\t\""institutionalist\"": 92\n}""]",,7.32784104347229,5584,448,504,,[],['resp_084d82ad302f2d680069a8155fe61c819bae8f688592b75063'],True
