newspaper,date,headline,text,gabriel_econ_sentiment,EPU,state_flag,state_codes,source_file,num_art_np_day,vader_sentiment,textblob_sentiment,finbert_sentiment
MNT,08/04/2026,Intel joins Musk’s Terafab AI chip project,"Intel said on Tuesday it will partner with Elon Musk’s Terafab artificial intelligence chip complex project alongside SpaceX and Tesla to produce processors powering the tech billionaire’s robotics and data centre ambitions. The announcement comes months after Musk laid out plans for Tesla to build a massive AI chip fab to power the electric vehicle maker’s autonomous ambitions and suggested the company could work with Intel. “Our ability to design, fabricate, and package ultra-high-performance chips at scale will help accelerate Terafab’s aim to produce 1 terawatt per year of compute to power future advances in AI and robotics,” Intel said in a post on social media platform X. For Intel, the partnership is set to boost investor confidence as turnaround efforts gather steam.",65,0,0,NA,Mumbai_Mint_08-04-2026.pdf,63,97.2,46.1,79.7
MNT,08/04/2026,New company registrations up 31% as AI branding rises,"India’s formal economy is expanding rapidly, primarily led by technology and trade businesses, with artificial intelligence increasingly emerging as a powerful branding and business driver. Data from the ministry of corporate affairs shows IT companies and wholesale and retail trade firms topped new company registrations in each of the 12 months ending March 2026. In FY26, more than 247,500 companies were registered, up 31% from more than 189,400 companies in the previous year. By the end of March 2026, India had over 2 million active companies on record. Every 11-13 firms out of 100 newly registered each month were in the IT sector. There has also been a visible surge in companies explicitly branding themselves as AI-focused. At the beginning of FY26, 84 companies in every 10,000 new registrations mentioned AI in their names. By March 2026, that number had risen to 120 per 10,000. AI branding is no longer confined to core IT services. Businesses describing themselves as AI-based are now spread across health, education and consultancy sectors, indicating growing cross-sectoral adoption. Wholesale and retail trade continued to form the backbone of new incorporations across the economy. Despite the surge in registrations, most newly incorporated firms remain relatively small. Business registrations are often viewed as a proxy for formalization, investment intent and entrepreneurial momentum. “The consistent rise in new company incorporations, particularly in technology, trade, and AI-enabled activities signals more than just numerical growth. It reflects a maturing entrepreneurial mindset across India, closely tied to the country’s accelerating digital adoption,” said Amit Maheshwari of AKM Global. Data from the statistics ministry showed that businesses, including government enterprises, are estimated to have made ₹103.3 trillion in fixed asset investments in FY26, an annual increase of 7.1%. However, incorporation growth exists alongside a still-large informal economy. According to a government survey, unincorporated enterprises increased from 73.4 million during October 2023-September 2024 to 79.2 million in the January-December 2025 survey period. Employment in this segment grew 6.18%, with more than 7.452 million new jobs added. The informal sector employed about 128.1 million people across the country in 2025.",85,0,0,NA,Mumbai_Mint_08-04-2026.pdf,63,97.8,57.3,96.4
MNT,08/04/2026,"Hotel chains chase demand, but favour asset-light deals","The next phase of India’s hospitality boom is underway. Indian and global hotel chains signed pacts to manage at least 550 new hotels across the country last calendar year. The push spans pilgrimage towns, hill stations, industrial hubs and airport corridors, as the demand for branded rooms continues to outstrip supply. Hospitality firms are locking in inventory through asset-light deals, without the pressure of owning the properties. This year too, the number is expected to look strong, early indicators suggest. Data collected by Mint from hotel chains and consultancies shows at least three firms—including Radisson and Marriott—have signed over a dozen hotels in 2026, riding the tourism boom and demand for branded experiences. Last week, Hyatt signed two hotels with the Brigade group in Chennai and Bengaluru. IHG signed for a hotel in Nehru Place, Delhi, while ITC Hotels signed a Storii property in Mukundgarh in Rajasthan. “In 2026 so far, we’ve already added nine new hotels signed across markets. Our development strategy remains focused on a balanced mix of tier-1, 2 and 3 markets,” said Nikhil Sharma of Radisson Hotel Group. The asset-light model of the branded hotel business means the developer or property owner builds the property, while the hotel operator runs it and earns management fees linked to revenue and, in some cases, profits, while the brand benefits from room distribution, loyalty plans and wider visibility. India has only about 220,000 branded hotel rooms, and this is seen rising to 350,400 by 2030. Demand for branded hotel rooms is projected to grow at 8-10% during FY25-28. Many businesses in the sector told Mint that they have moved to asset-light management contracts rather than owning the properties since it is easier to scale this way. This reflects anticipated room demand outstripping supply for years to come across markets. From 223 hotel signings in 2019, India’s hotel signing activity has risen to about 550 in 2025.",75,0,0,NA,Mumbai_Mint_08-04-2026.pdf,63,97.1,52.5,95.7
MNT,08/04/2026,Air India begins search for a new CEO after Wilson quits,"Air India has kicked off the search for a new chief executive after Campbell Wilson’s decision to step down, announcing on Tuesday that it has constituted a committee to identify his successor. Mint reported on Monday that Wilson stepped down from the helm of India’s second-largest airline, cutting short his five-year tenure by a year amid mounting losses and operational headwinds. Wilson had conveyed his intention to move on in 2026 to Air India chairman N. Chandrasekaran in 2024 and, since then, has been working to ensure the airline and its leadership are on a stable footing for the transition. “He will remain in the role until his successor is announced and in place,” the statement said. The Tata group hired Wilson from Singapore Airlines’ low-cost unit Scoot in May 2022, less than four months after the conglomerate acquired the state-run Air India for ₹18,000 crore. Wilson’s exit comes shortly after leadership changes at India’s largest airline, IndiGo. In an email to employees, Wilson said the airline’s transformation since privatisation included the merger of four airlines, a shift to private-sector practices, complete modernisation of systems, and the addition of over 100 aircraft along with new infrastructure such as a training academy. He added that with these foundational blocks now settling, the time is right to hand over the reins. To be sure, Wilson tried to revive the airline by replacing outdated IT infrastructure and implementing processes and systems to modernize the carrier. However, 2025 exacerbated the challenges of running an airline. First, on 12 June 2025, an Air India flight from Ahmedabad to London crashed shortly after take-off, killing all but one of the passengers and crew on board and triggering intense scrutiny, inspections and grounding of aircraft. That was followed by Operation Sindoor and the closure of Pakistan’s airspace, which disrupted international routes for Indian carriers. Toward the end of February, the US and Israel jointly attacked Iran, sending fuel prices soaring and forcing Indian carriers to take longer routes across West Asia.",30,0,0,NA,Mumbai_Mint_08-04-2026.pdf,63,38.7,50.4,15.1
MNT,08/04/2026,‘Global turmoil to boost India tourism’,"India could gain from disruptions in West Asia, as global travellers rethink traditional routes and turn to Asia for leisure and experiences. Minor International is looking to capitalise on that shift, betting on city hotels and experiential resorts. “Travel is shifting, with Asia, including India, likely to benefit as some European and West Asia-bound tourists who may divert their travels from elsewhere,” said William E. Heinecke, founder and chairperson of Minor International, which runs hotel brands like Avani and Anantara. It’s the right time to focus on India, he told Mint. “There’s tremendous potential for both domestic and international travel here,” he said. The Thailand-based hotel company is signing an Anantara at the World Trade Centre in Kolkata this month and another property in Coorg in April. Last year, the company launched its first Anantara hotel in Jaipur. Unlike some global peers chasing scale, Minor is taking a measured approach. “We’re not chasing scale. Our focus is on delivering experiences and results to our owners,” Heinecke said. All the hotels announced in India so far are management contracts, which allow the company to maintain quality and meet brand standards. With a goal of 50 hotels in India over the next decade, the company aims to balance city hotels and experiential resorts. Globally, Minor has nearly 600 hotels in operation and over 650 signed, with average occupancy of around 70% in 2025. In India, it plans to target tier-one cities and experiential destinations. “Domestic travel is growing at a phenomenal rate. Indian travellers are exploring parts of India they never visited before, drawn by new quality properties,” he said.",70,0,0,NA,Mumbai_Mint_08-04-2026.pdf,63,93.1,52.7,96.5
MNT,08/04/2026,"Celebrity AI avatars promise fame at scale, but present new legal risks","Celebrities may no longer be limited by time, geography or even physical presence. With actor Rhea Chakraborty launching an AI-powered avatar named Mishty in collaboration with Collective Artists Network and its AI studio, the business of fame is entering a new phase—built on infinite scalability. Experts say AI avatars allow public figures to extend their commercial life cycle far beyond traditional constraints, unlocking always-on engagement and personalized brand deals. As digital doubles become mainstream, legal and reputational risks are moving just as quickly. From unauthorized cloning of likeness and voice to disputes over digital identity ownership, the battle over control is only beginning. “The real opportunity is scale. A celebrity can be only in one place at a time. AI avatar removes the constraint, opening doors to always-on fan engagement, brand partnership, and personalised content at a volume no one can match,” said Rajnish Rawat of Social Pill. Globally, stars like Lil Miquela have shown the commercial potential, while in India actors and sports stars are beginning to test the waters. Experts said the business opportunity lies in AI avatars enabling thousands of hyper-personalized endorsements in multiple regional languages. Brands could use them to speed up production, cut campaign costs and boost outreach. There are also opportunities in personalised video messages, AI-powered fan clubs, branded virtual appearances and mentorship products built around a persona. “We are actively leveraging advanced generative AI platforms and real-time engines to develop AI-driven worlds and characters,” said Khvafar Vakharia of Equinox Virtual. The possibilities are genuine, but so are the risks as the line between authentic celebrity presence and synthetic likeness continues to blur.",60,0,0,NA,Mumbai_Mint_08-04-2026.pdf,63,86.6,54.6,50.0
MNT,08/04/2026,‘Privatize or reposition Pawan Hans as NE-focused carrier’,"A parliamentary committee has asked the civil aviation ministry to consider selling state-owned chopper service firm Pawan Hans Ltd or repositioning it as a north-east focused helicopter operator. “The committee recommends that the ministry articulate a clear, strategic direction for Pawan Hans, whether restructuring, re-attempting disinvestment, or repositioning it as a strategic helicopter operator for North Eastern region and island connectivity,” the panel said in a report tabled in Parliament. The government holds a 51% stake in Pawan Hans while Oil and Natural Gas Corp owns the rest. Efforts to privatise the helicopter operator in 2016, 2017, 2019 and 2020 did not materialise, and the process was called off in 2023 after a winning consortium was disqualified due to pending legal cases. The chopper operator reported revenue of ₹369.63 crore and a loss of ₹16.15 crore in FY25. Its fleet comprises 46 helicopters. The committee also flagged staff shortages at the Directorate General of Civil Aviation and the Bureau of Civil Aviation Security. DGCA vacancies stood at 48.3%, with 787 posts vacant, while BCAS had 181 of 598 posts vacant. These vacancies represent a structural challenge to regulatory capacity and safety oversight, the panel said. Experts said staffing shortages, especially in technical roles, remain unresolved.",40,0,0,NA,Mumbai_Mint_08-04-2026.pdf,63,94.7,53.9,84.1
MNT,08/04/2026,HC rejects SpiceJet plea in ₹144.5 cr Maran row,"Budget carrier SpiceJet and its chairman and managing director Ajay Singh have filed a review petition before the Delhi high court, seeking relief from an earlier direction requiring the airline to deposit ₹144.5 crore within four weeks in its long-running arbitration dispute with Kalanithi Maran and KAL Airways. Justice Subramonium Prasad adjourned the hearing to 13 April after both parties sought time. The court orally observed that filing a review plea does not absolve SpiceJet of its obligation to comply with an earlier direction to deposit the amount by 14 April. The review follows the high court’s 18 March order rejecting SpiceJet’s plea seeking modification of its January direction. The airline had proposed furnishing an unencumbered immovable property worth about ₹148 crore as security instead of making a cash deposit. However, the court insisted on a cash deposit. SpiceJet said the plea was filed urgently because liquidity had been hit by disruptions linked to the West Asia war. Around 22,000 flyers and 7,000 employees have been affected due to the war, according to senior counsel. The airline’s position was that about 40% of its flights operate on Gulf routes, many of which have been affected, leading to cancellations and financial stress.",30,0,0,NA,Mumbai_Mint_08-04-2026.pdf,63,7.4,56.2,5.4
MNT,08/04/2026,"Trump warns Iran again, says a ‘whole civilization will die’","Airstrikes hit two bridges and a train station in Iran on Tuesday, and Iranian officials urged young people to form human chains to protect power plants, as US president Donald Trump warned that a “whole civilization will die tonight” if Tehran does not meet his latest deadline for the Islamic Republic to agree to a deal that includes reopen the crucial Strait of Hormuz. Trump has extended previous deadlines but suggested the one set for 8pm in Washington was final, and the rhetoric on both sides reached a fever pitch, leaving Iranians on edge. Trump threatened to destroy all of Iran’s power plants and bridges if Tehran does not allow traffic to fully resume in the strait, through which a fifth of the world’s oil transits in peacetime. Iran’s president said 14 million people, including himself, have volunteered to fight. It was not clear if the latest airstrikes were linked to Trump’s threat to attack bridges. At least two of the targets were connected to Iran’s rail network, which Israel earlier signalled it might attack. Israel has increasingly carried out strikes that it says are aimed at delivering a blow to Iran’s economy. Iran, meanwhile, fired on Israel and Saudi Arabia, prompting the temporary closure of a major bridge. While Iran cannot match the sophistication of US and Israeli weaponry or their dominance in the air, its chokehold on the Strait is causing major damage to the world economy and raising the pressure on Trump both at home and abroad to find a way out of the standoff. Officials involved in diplomatic efforts said talks were ongoing—but Iran has rejected the latest American proposal, and it was unclear if a deal would come in time to head off Trump’s threatened attacks. World leaders and experts warned that strikes as destructive as Trump threatened could constitute a war crime. “A whole civilization will die tonight, never to be brought back again,” if a deal isn’t reached, Trump said in a post Tuesday morning, while keeping open the possibility of an off-ramp. Earlier, Iranian official Alireza Rahimi issued a video message calling on young people to form human chains around power plants. President Masoud Pezeshkian posted on X that 14 million Iranians had answered state media and text message campaigns urging people to volunteer to fight and said he would join them. The Guard warned Iran would “deprive the US and its allies of the region’s oil and gas for years” and expand attacks across the Gulf if Trump carries out his threat. In Tehran, the mood was bleak. A young teacher said many opponents of Iran’s Islamic system had hoped Trump’s attacks would quickly topple it. Now, as the war drags on, she fears US and Israeli attacks will spread chaos. French foreign minister Jean-Noël Barrot joined a growing chorus of international voices calling for restraint, saying attacks targeting civilian and energy infrastructure are barred by the rules of war. UN secretary-general António Guterres also warned the US that attacks on civilian infrastructure are banned under international law. A series of intense airstrikes pounded Tehran, including in residential neighbourhoods. Israel’s military said it attacked an Iranian petrochemical site in Shiraz. Iranian officials later said that a railway bridge, a train station and a highway bridge had been hit in airstrikes. Early Tuesday, Tehran launched seven ballistic missiles at Saudi Arabia, which authorities said rained debris near energy facilities as they were intercepted. Iran also fired on Israel. More than 1,900 people have been killed in Iran since the war began, but the government has not updated the toll for days. In Gulf Arab states and the occupied West Bank, more than two dozen people have died, while 23 have been reported dead in Israel, and 13 US service members have been killed. Iran choked off shipping through the Strait of Hormuz after Israel and the US attacked on 28 February, starting the war. Oil prices have rocketed since then. On Monday, Tehran rejected a 45-day ceasefire proposal and said it wants a permanent end to the war.",10,0,0,NA,Mumbai_Mint_08-04-2026.pdf,63,0.0,51.9,23.7
MNT,08/04/2026,UK signals it won’t let US use bases for Iran energy strikes,"The UK government signalled it won’t let the US use British military bases for civilian strikes on Iranian energy or civilian infrastructure after President Donald Trump threatened an escalation of operations against Tehran. Asked about Trump’s threat to bomb Iranian bridges and power plants, prime minister Keir Starmer’s spokesman said Britain’s position since the early days of the war had not changed: the US could use RAF Fairford in England and Diego Garcia in the Indian Ocean for what the UK government has called “defensive” missions. “Our principles have been clear from day one,” he said. “Our position on this hasn’t changed.” He declined to say whether the UK would consider the destruction of civilian infrastructure by the US as a war crime. The government has published a summary of legal advice arguing that granting American basing requests for defensive operations is in line with Britain’s commitments to international law. However, it can be a war crime to target civilian infrastructure because doing so can punish non-combatants. Trump has threatened to bomb Iran “back to the Stone Ages,” including “blowing up and completely obliterating all of their electric generating plants.” The agreement in place is for the US to use UK bases for the collective self-defence of the region, including US defensive operations to degrade missile sites and capabilities used to attack ships in the Strait of Hormuz, the spokesman said. Starmer’s initial refusal to approve US basing requests at the start of the war has angered Trump, who has repeatedly criticised the British prime minister. Starmer has insisted he will not bow to pressure to expand the UK’s role in the conflict.",35,0,0,NA,Mumbai_Mint_08-04-2026.pdf,63,0.3,48.5,50.0
MNT,08/04/2026,How China helped Iran cushion the blow of sanctions and fund its war machine,"In the first Trump administration, the US launched a “maximum pressure” campaign to cut Iranian oil from the global market and eliminate Tehran’s biggest source of revenue. Today, Iran sells billions of dollars worth of oil every month. For that, it can thank one country: China. Tehran’s Asian partner has dramatically increased the amount of Iranian oil it buys as sanctions have tightened. It now takes nearly every drop Iran produces, compared with around 30% a decade ago. To make those purchases possible, Chinese buyers have worked closely with Iran to expand what US officials and researchers say has become one of the world’s largest sanctions-evasion networks. Payments are routed through smaller Chinese banks that have less to lose if they are sanctioned by the US, making it hard to stop them. Front companies established by Iran in Hong Kong and elsewhere help manage the proceeds. Private Chinese refineries, known as “teapots,” have become the primary buyers of Iranian crude after China’s state-owned energy giants, wary of upsetting Washington, left the market. Fake invoices and mislabeled crude have further disguised the trade. All these moves have allowed Iran to earn tens of billions of dollars in revenue every year from China, and then launder it so it can be used around the world. China is Iran’s “chief partner in sanctions evasion,” said Max Meizlish of the Foundation for Defense of Democracies. China’s foreign ministry has said it firmly opposes illegal and unreasonable unilateral sanctions and will do what it sees as necessary to protect its energy security. It has, however, been careful of the diplomatic fallout of being seen to openly violate sanctions. China has continued to find Iranian crude irresistible because it needs the energy and can get it at a steep discount. One key to making the trade possible was the expansion of a shadow fleet of tankers to move sanctioned oil between Iran and China. Operators practiced subterfuge, changing vessel names, turning off transponders and transferring oil from one ship to another at sea to disguise origin. Inside China, the oil needed buyers. State-owned giants such as Sinopec and CNPC could not risk losing access to US financial markets, but China also had smaller independent refiners that were less exposed to sanctions. Beijing gradually increased the amount of oil the teapots could import. The quota for nonstate crude trade rose sharply over the years. Chinese buyers still had to figure out how to pay, because US sanctions strictly limited banks from doing business with Iran. They turned to smaller Chinese institutions that had less to lose than China’s biggest banks. One such bank was Bank of Kunlun, sanctioned by the US in 2012 for allegedly providing financial services to Iranian banks. That only solidified it as a go-to choice for facilitating trade with Iran in yuan. The bank grew rapidly, and a significant portion of Iran’s oil revenue was deposited at the institution as of 2022. In some cases, Chinese buyers did not send cash at all, but instead used barter arrangements through which Chinese state-backed firms in Iran build infrastructure as compensation for oil. Up to the equivalent of $8.4 billion in oil payments flowed through this conduit in 2024. The sanctions-busting system has continued to function even after the Iran war began, with tankers laden with Iranian products still sailing toward Chinese ports.",30,0,0,NA,Mumbai_Mint_08-04-2026.pdf,63,1.9,45.8,50.0
MNT,08/04/2026,"Trai nudges telcos on fair pricing, wider choice","The Telecom Regulatory Authority of India is tightening rules on mobile tariffs after finding that telecom operators have fallen short of its earlier mandate on voice-and-SMS-only plans, limiting choice and blunting price benefits for users. In draft regulations released on Tuesday, the regulator proposed that telecom companies offer voice-and-SMS-only plans across all recharge durations, not just a handful of long-term packs, and ensure these are priced lower than bundled plans that include data. The move follows Trai’s review of its December 2024 rules, which had required operators to offer at least one such plan. It found that companies largely complied in form, offering only a couple of long-duration options such as 80/84 days or annual packs, leaving users with limited flexibility. “After the introduction of these exclusive voice and SMS STVs, several concerns and representations from consumers and their associations have been received by the Authority, expressing need for shorter-duration voice and SMS only packs,” Trai said in the draft regulations. If implemented in its current form, the proposal could benefit low-income users, elderly subscribers and those using feature phones, who typically prefer shorter-duration, lower-cost recharges without data. Trai said the changes are aimed at preventing consumers from being pushed into bundled plans. “At the same time, it provides consumers with greater choice of voice-and-SMS-only packs, placing them at par with data-inclusive packs,” it said, adding that lack of parity goes against the objective of ensuring fair and non-discriminatory choices for all consumers, regardless of their service requirements. It has sought comments from stakeholders by 28 April. Voice-and-SMS-only plans were first mandated by Trai in December 2024 through the 12th amendment to its consumer protection rules. Operators were asked to offer at least one special tariff voucher exclusively for voice and SMS with validity not exceeding 365 days.",55,0,0,NA,Mumbai_Mint_08-04-2026.pdf,63,95.3,53.1,5.5
MNT,08/04/2026,Kalyan Jewellers Q4 revenue surges 64%,"Kalyan Jewellers India reported a 64% jump in consolidated revenue for the fourth quarter of FY26, buoyed by robust wedding and discretionary jewellery purchases even as gold prices remained volatile. The jewellery retailer had revenue of ₹6,222.35 crore in the same quarter a year earlier, a company statement said. For full FY26, consolidated revenue rose about 42% from the previous year. India operations, which drove the bulk of growth, posted revenue gains of over 65% in the March quarter compared with a year ago, with same-store sales growth exceeding 45%. The domestic business grew about 43% for the full year. International operations, which contributed about 11% to consolidated quarterly revenue, grew about 45% in the quarter. Within West Asia, revenue rose about 39%, though geopolitical tensions in the region dampened customer footfall during the first three weeks of March. A strong Ramadan sales surge in the final 10 days of the month offset the shortfall, the company said.",85,0,0,NA,Mumbai_Mint_08-04-2026.pdf,63,93.1,59.3,97.8
MNT,08/04/2026,Govt may seek revised bids for IDBI Bank,"The government may ask for revised financial bids from two potential buyers of IDBI Bank as their original bid amounts were lower than the reserve price fixed for the strategic sale of the lender, persons aware of the matter said. The IDBI Bank strategic sale is in the technical evaluation stage, a senior official said. After over three years of pursuance, the strategic sale of IDBI Bank had reached the final stage of financial bid, and the government wants to avoid further delay that restarting the process again would entail. The government and the Life Insurance Corporation of India were together looking to sell 60.72% in IDBI Bank and had floated an expression of interest in October 2022. Financial bids came on 6 February. After that, the government set the reserve price for the strategic sale. The financial bids for the IDBI Bank strategic sale, however, came in lower than the reserve price set by the inter-ministerial group on disinvestment headed by secretaries in the finance ministry. Following that, the strategic sale of IDBI Bank hit a roadblock.",45,0,0,NA,Mumbai_Mint_08-04-2026.pdf,63,36.3,53.6,50.0
MNT,08/04/2026,Reassessment of Vi AGR dues by June,"The telecom department expects that adjusted gross revenue reassessment for Vodafone Idea—which received government relief for its dues and liabilities—will be completed by June, persons in the know said. The reassessment was earlier targeted for completion by 31 March. The persons said the review of Spectrum Usage Charge is on, following the internal licence fee reassessment by Controller of Communication Accounts. Accordingly, the timeline has been extended to June. The Union Cabinet has given relief to Vodafone Idea and frozen its adjusted gross revenue dues at ₹87,695 crore for a period ranging from FY2006-07 to FY2018-19. The frozen dues are subject to reassessment.",50,0,0,NA,Mumbai_Mint_08-04-2026.pdf,63,50.0,48.6,50.0
MNT,08/04/2026,Govt doubles 5kg LPG cylinder quota,"The government has doubled the daily quota of market-priced 5kg LPG cylinders for migrant workers as part of a broader push to stabilize fuel supplies amid disruptions linked to tensions around the Strait of Hormuz. Sujata Sharma, joint secretary in the ministry of petroleum and natural gas, said the government had conveyed that daily quantity of 5kg free trade LPG cylinders in each state available for disbursal to migrant labourers is being doubled based on the average daily supply during 2-3 March. Unlike the subsidised 14.2kg cylinders used in household kitchens for cooking, the 5kg bottles are priced at market rates. A 5kg cylinder costs ₹549 in Delhi as against the ₹913 price for a 14.2kg domestic cylinder.",55,0,0,NA,Mumbai_Mint_08-04-2026.pdf,63,58.9,54.7,96.1
MNT,08/04/2026,Rupee closes at 93 to a dollar,"The rupee closed stronger on Tuesday, supported by the unwinding of residual arbitrage positions, while traders braced for a US deadline to reach a deal with Iran and the Reserve Bank of India’s monetary policy decision. The rupee closed up 0.1% at 93.0075 against the US dollar, its strongest closing level since mid-March. The currency has found its footing after hitting a series of record lows over the past month, helped largely by the RBI’s measures to curb arbitrage and speculative activity in the domestic foreign exchange market. The rupee lately came under pressure from the escalating conflict in West Asia.",45,0,0,NA,Mumbai_Mint_08-04-2026.pdf,63,72.9,45.3,96.3
MNT,08/04/2026,India to back vessel insurers amid war,"India is planning sovereign guarantees to support insurers that provide cover for vessels travelling in the Persian Gulf, as the war in West Asia increases the risks to shipping, said government and industry sources. The plan includes a $1.5 billion sovereign guarantee fund to provide insurers with reinsurance support and liquidity should insurance costs remain high. A separate $300 million fund with contributions from the country’s insurance industry is also being set up to help settle any large increase in insurance claims, the same official said.",40,0,0,NA,Mumbai_Mint_08-04-2026.pdf,63,83.0,56.2,88.6
MNT,08/04/2026,EV retail sales up 25% in FY26: Fada,"Total electric vehicle retail sales in India grew by 24.6% at 2.45 million units in FY26 compared with FY25, with every category delivering double-digit growth, the Federation of Automobile Dealers Associations said. While electric two-wheelers crossed 1.4 million units, electric passenger vehicle retail sales missed the 200,000-unit mark by a whisker but surged 83.63% in FY26, Fada said. In the electric PV category, total sales stood at 199,923 units in FY26 compared with 108,873 units in FY25. Fada president C.S. Vigneshwar said FY26 had been a watershed year for India’s electric mobility story, with all categories delivering strong growth.",80,0,0,NA,Mumbai_Mint_08-04-2026.pdf,63,92.1,57.2,96.5
MNT,08/04/2026,Pvt banks beat PSBs in deposit growth,"Private sector banks reported stronger deposit growth in the January-March quarter compared with their public sector peers, even as the broader banking system continued to face challenges in mobilising deposits. Data compiled from banks’ provisional disclosures showed that private sector lenders recorded deposit growth in the range of 12-17% in Q4FY26, compared with 2-14% growth among PSU banks. Banks have increasingly relied on mobilising funds through certificates of deposit amid sustained pressure on low-cost deposits. Deposit mobilisation has remained challenging particularly on the current account and savings account front, as relatively lower interest rates have made such deposits less attractive compared with other financial instruments. Among private lenders, IDFC First Bank reported the highest growth, with deposits rising 17.2% to ₹2.43 trillion in Q4FY26.",60,0,0,NA,Mumbai_Mint_08-04-2026.pdf,63,96.7,55.1,93.2
MNT,08/04/2026,No cash at toll plazas from 10 Apr,"Cash payments at toll plazas will be discontinued for travellers on national highways from 10 April, the road transport and highways ministry has said. In a gazette notification, the ministry said that in cases where a vehicle enters a fee plaza without a valid FASTag, users can still pay via Unified Payment Interface, but at a higher charge of 1.25 times the applicable toll fee. A senior NHAI official said the move is aimed at reducing long queues at toll gates and at making highway travel smoother for commuters. The official said FASTag will remain the primary mode of toll collection from 10 April, while UPI will serve as the fallback payment option. There are over 1,150 fee plazas on various national highways and expressways in the country.",55,0,0,NA,Mumbai_Mint_08-04-2026.pdf,63,57.7,57.5,50.0
MNT,08/04/2026,Artemis II crew heads back to Earth,"Nasa’s four Artemis astronauts swung behind the moon and are headed home, in a journey that shattered space travel distance records and brought people the closest they’ve been to the lunar surface in more than 50 years. At their nearest distance to the moon, the Artemis II Orion capsule came within an estimated 4,067 miles of the lunar surface, according to Nasa. The spacecraft reached its maximum distance from Earth minutes later, breaking the distance record for space travel previously set by Apollo 13 in 1970. The close approach was the pinnacle moment of Nasa’s Artemis II mission, which launched on 1 April, sending Reid Wiseman, Victor Glover, Christina Koch and Jeremy Hansen en route to the moon.",50,0,0,NA,Mumbai_Mint_08-04-2026.pdf,63,35.2,49.2,50.0
MNT,08/04/2026,TRP reporting withheld for 4 weeks,"The government has extended for four weeks its order to withhold the reporting of Television Rating Points for TV news channels with the aim of curbing the display of sensationalism and speculative content amid the West Asia war. The ministry of information and broadcasting had on 6 March directed the Broadcast Audience Research Council to immediately withhold reporting the TRPs for TV news channels for four weeks or until further orders. The fresh order said the earlier direction was aimed at curbing unwarranted sensationalism and speculative content by some news genre channels amid the West Asia conflict, which may potentially create panic among the general public, especially those having friends and family in affected areas. The ministry said the conflict situation still prevails and therefore directed BARC to withhold reporting the TRPs for a further period of four weeks or until further directions.",50,0,0,NA,Mumbai_Mint_08-04-2026.pdf,63,20.5,51.9,50.0
MNT,08/04/2026,India moves closer to nuclear fuel self-reliance,"India has moved closer to producing its own nuclear fuel after a domestic-designed reactor began a controlled nuclear reaction, an important step before it can start generating power. Energy-hungry India has ambitious plans to expand nuclear power capacity from its current eight to 100 gigawatts by 2047. Prime Minister Narendra Modi said the Prototype Fast Breeder Reactor at Kalpakkam attained criticality. The stage means the reactor has started a self-sustaining nuclear chain reaction. Modi called it a decisive step towards harnessing thorium reserves, a potentially vital fuel for the nuclear power programme. The reactor does not yet generate electricity for the grid. That comes in the next stages, once the reactor moves to full power operation. The development also comes at a time of global energy uncertainty, including the West Asia war, which has heightened concerns about fuel supply disruptions. India remains heavily dependent on coal, but has pledged to reach net-zero emissions by 2070.",75,0,1,TN,Mumbai_Mint_08-04-2026.pdf,63,62.5,58.5,50.0
